user_id,course_id,course_name,category,teacher,rank_position,recommendation_score
U_10052,C_735351,积极心理学（上）厚德载物篇,未标注,MOOCCubeX,3,0.055643
U_10052,C_696908,走进心理学,未标注,MOOCCubeX,4,0.055308
U_10052,C_676676,沟通心理学,未标注,MOOCCubeX,5,0.051712
U_10052,C_696942,日语与日本文化,未标注,MOOCCubeX,6,0.04975
U_10052,C_676683,积极心理学（下）自强不息篇,心理学,MOOCCubeX,7,0.049218
U_10052,C_697130,现代生活美学——插花之道,园艺学,MOOCCubeX,8,0.047041
U_10053,C_696994,生活英语听说,未标注,MOOCCubeX,1,0.567077
U_10053,C_696968,生活英语读写,未标注,MOOCCubeX,2,0.290439
U_10053,C_948209,自然辩证法概论,未标注,MOOCCubeX,3,0.223125
U_10053,C_760442,自然辩证法概论,未标注,MOOCCubeX,4,0.168529
U_10053,C_677019,英语畅谈中国,未标注,MOOCCubeX,5,0.152986
U_10053,C_735164,理工学术英语,外国语言文学,MOOCCubeX,6,0.12589
U_10053,C_629559,生活英语进阶,外国语言文学,MOOCCubeX,7,0.124383
U_10053,C_697091,大数据与城市规划,计算机科学与技术,MOOCCubeX,8,0.123662
U_10062,C_883345,数据结构(上),未标注,MOOCCubeX,1,0.258285
U_10062,C_676683,积极心理学（下）自强不息篇,心理学,MOOCCubeX,2,0.156856
U_10062,C_735351,积极心理学（上）厚德载物篇,未标注,MOOCCubeX,3,0.151624
U_10062,C_955163,学做小程序——实战篇：树洞小程序,未标注,MOOCCubeX,4,0.148439
U_10062,C_770738,数据结构(下),未标注,MOOCCubeX,5,0.148185
U_10062,C_696700,《资治通鉴》导读,未标注,MOOCCubeX,6,0.138233
U_10062,C_735157,算法设计与分析,计算机科学与技术,MOOCCubeX,7,0.126238
U_10062,C_696724,概率论与数理统计,数学,MOOCCubeX,8,0.118688
U_10063,C_707031,如何写好科研论文,未标注,MOOCCubeX,1,0.244968
U_10063,C_674920,逻辑学概论,哲学,MOOCCubeX,2,0.232136
U_10063,C_696724,概率论与数理统计,数学,MOOCCubeX,3,0.21943
U_10063,C_707081,人工智能原理,未标注,MOOCCubeX,4,0.171993
U_10063,C_697149,线性代数(1),数学,MOOCCubeX,5,0.163897
U_10063,C_629559,生活英语进阶,外国语言文学,MOOCCubeX,6,0.161017
U_10063,C_696922,大数据机器学习,计算机科学与技术,MOOCCubeX,7,0.142015
U_10063,C_682485,概率论——不确定性的科学,数学,MOOCCubeX,8,0.139141
U_10074,C_674903,不朽的艺术：走进大师与经典,艺术学,MOOCCubeX,1,0.020183
U_10074,C_697188,新闻摄影,未标注,MOOCCubeX,2,0.016803
U_10074,C_707032,文物精品与文化中国,未标注,MOOCCubeX,3,0.015456
U_10074,C_707037,艺术的启示,艺术学,MOOCCubeX,4,0.015139
U_10074,C_680933,公共管理学,公共管理,MOOCCubeX,5,0.014844
U_10074,C_801420,马克思主义基本原理,未标注,MOOCCubeX,6,0.014059
U_10074,C_696700,《资治通鉴》导读,未标注,MOOCCubeX,7,0.013887
U_10074,C_696841,公共危机管理,公共管理,MOOCCubeX,8,0.013531
U_10077,C_696724,概率论与数理统计,数学,MOOCCubeX,1,0.223417
U_10077,C_707081,人工智能原理,未标注,MOOCCubeX,2,0.175884
U_10077,C_697149,线性代数(1),数学,MOOCCubeX,3,0.169608
U_10077,C_696922,大数据机器学习,计算机科学与技术,MOOCCubeX,4,0.145865
U_10077,C_674920,逻辑学概论,哲学,MOOCCubeX,5,0.142818
U_10077,C_682485,概率论——不确定性的科学,数学,MOOCCubeX,6,0.136702
U_10077,C_782490,微积分（先修课）,未标注,MOOCCubeX,7,0.124068
U_10077,C_697075,微积分——极限理论与一元函数,未标注,MOOCCubeX,8,0.117868
U_10118,C_674903,不朽的艺术：走进大师与经典,艺术学,MOOCCubeX,1,0.021664
U_10118,C_696994,生活英语听说,未标注,MOOCCubeX,2,0.020706
U_10118,C_1794464,在线教学课例与解析,未标注,MOOCCubeX,3,0.017852
U_10118,C_697188,新闻摄影,未标注,MOOCCubeX,4,0.017712
U_10118,C_696968,生活英语读写,未标注,MOOCCubeX,5,0.017171
U_10118,C_707037,艺术的启示,艺术学,MOOCCubeX,6,0.015559
U_10118,C_707032,文物精品与文化中国,未标注,MOOCCubeX,7,0.015468
U_10118,C_680933,公共管理学,公共管理,MOOCCubeX,8,0.014855
U_10154,C_707031,如何写好科研论文,未标注,MOOCCubeX,1,0.007511
U_10154,C_629559,生活英语进阶,外国语言文学,MOOCCubeX,2,0.005973
U_10154,C_696911,毛泽东思想和中国特色社会主义理论体系概论,军队政治工作学,MOOCCubeX,3,0.004485
U_10154,C_873864,实用日语会话（Practical Japanese Conversation）,未标注,MOOCCubeX,4,0.004121
U_10154,C_676913,习近平新时代中国特色社会主义思想,军队政治工作学,MOOCCubeX,5,0.003951
U_10154,C_697026,思想道德修养与法律基础,未标注,MOOCCubeX,6,0.003946
U_10154,C_697293,英文科技论文写作与学术报告,外国语言文学,MOOCCubeX,7,0.00386
U_10154,C_677249,质性研究方法,未标注,MOOCCubeX,8,0.003779
U_10159,C_674903,不朽的艺术：走进大师与经典,艺术学,MOOCCubeX,1,0.016513
U_10159,C_697188,新闻摄影,未标注,MOOCCubeX,2,0.013748
U_10159,C_707032,文物精品与文化中国,未标注,MOOCCubeX,3,0.012645
U_10159,C_680933,公共管理学,公共管理,MOOCCubeX,4,0.012145
U_10159,C_707037,艺术的启示,艺术学,MOOCCubeX,5,0.01208
U_10159,C_801420,马克思主义基本原理,未标注,MOOCCubeX,6,0.011502
U_10159,C_696700,《资治通鉴》导读,未标注,MOOCCubeX,7,0.011362
U_10159,C_696841,公共危机管理,公共管理,MOOCCubeX,8,0.01107
U_10252,C_697791,C++语言程序设计基础,计算机科学与技术,MOOCCubeX,1,0.652035
U_10252,C_697821,操作系统,计算机科学与技术,MOOCCubeX,2,0.492794
U_10252,C_676937,C++语言程序设计进阶,计算机科学与技术,MOOCCubeX,3,0.43429
U_10252,C_770738,数据结构(下),未标注,MOOCCubeX,4,0.291068
U_10252,C_677010,Java程序设计,计算机科学与技术,MOOCCubeX,5,0.280605
U_10252,C_696679,电路原理,电气工程,MOOCCubeX,6,0.273343
U_10252,C_697828,程序设计基础,未标注,MOOCCubeX,7,0.261699
U_10252,C_676953,汇编语言程序设计,计算机科学与技术,MOOCCubeX,8,0.256423
U_10257,C_1428968,区块链和加密数字货币,未标注,MOOCCubeX,1,0.489673
U_10257,C_694136,数据挖掘：理论与算法,未标注,MOOCCubeX,2,0.448748
U_10257,C_697034,唐宋词鉴赏,未标注,MOOCCubeX,3,0.391751
U_10257,C_879040,经济学原理（宏观部分）,未标注,MOOCCubeX,4,0.370486
U_10257,C_676932,心理学概论,心理学,MOOCCubeX,5,0.370301
U_10257,C_697068,Python程序设计基础,未标注,MOOCCubeX,6,0.335044
U_10257,C_682458,会计学原理,应用经济学,MOOCCubeX,7,0.333624
U_10257,C_735342,经济学原理（微观部分）,理论经济学,MOOCCubeX,8,0.321381
U_10260,C_883345,数据结构(上),未标注,MOOCCubeX,1,1.178681
U_10260,C_770738,数据结构(下),未标注,MOOCCubeX,2,0.857225
U_10260,C_697821,操作系统,计算机科学与技术,MOOCCubeX,3,0.716243
U_10260,C_697791,C++语言程序设计基础,计算机科学与技术,MOOCCubeX,4,0.699893
U_10260,C_676683,积极心理学（下）自强不息篇,心理学,MOOCCubeX,5,0.584825
U_10260,C_735351,积极心理学（上）厚德载物篇,未标注,MOOCCubeX,6,0.565318
U_10260,C_955163,学做小程序——实战篇：树洞小程序,未标注,MOOCCubeX,7,0.542622
U_10260,C_676937,C++语言程序设计进阶,计算机科学与技术,MOOCCubeX,8,0.469472
U_10269,C_696679,电路原理,电气工程,MOOCCubeX,1,0.447983
U_10269,C_697018,数字电子技术基础,电子科学与技术,MOOCCubeX,2,0.294476
U_10269,C_746997,模拟电子技术基础(基础部分),电子科学与技术,MOOCCubeX,3,0.279768
U_10269,C_682345,自动控制理论（1）,未标注,MOOCCubeX,4,0.240254
U_10269,C_682330,自动控制理论（2）,未标注,MOOCCubeX,5,0.232195
U_10269,C_922850,现代电子系统设计,未标注,MOOCCubeX,6,0.228127
U_10269,C_697027,电路分析基础,未标注,MOOCCubeX,7,0.225509
U_10269,C_682222,信号与系统,未标注,MOOCCubeX,8,0.221513
U_10299,C_696679,电路原理,电气工程,MOOCCubeX,1,0.198269
U_10299,C_1428968,区块链和加密数字货币,未标注,MOOCCubeX,2,0.142489
U_10299,C_697018,数字电子技术基础,电子科学与技术,MOOCCubeX,3,0.133263
U_10299,C_746997,模拟电子技术基础(基础部分),电子科学与技术,MOOCCubeX,4,0.123611
U_10299,C_694136,数据挖掘：理论与算法,未标注,MOOCCubeX,5,0.114525
U_10299,C_697068,Python程序设计基础,未标注,MOOCCubeX,6,0.113041
U_10299,C_879040,经济学原理（宏观部分）,未标注,MOOCCubeX,7,0.10938
U_10299,C_682345,自动控制理论（1）,未标注,MOOCCubeX,8,0.10419
U_10309,C_696724,概率论与数理统计,数学,MOOCCubeX,1,1.16307
U_10309,C_707081,人工智能原理,未标注,MOOCCubeX,2,0.916638
U_10309,C_697149,线性代数(1),数学,MOOCCubeX,3,0.887028
U_10309,C_674920,逻辑学概论,哲学,MOOCCubeX,4,0.876881
U_10309,C_696922,大数据机器学习,计算机科学与技术,MOOCCubeX,5,0.758449
U_10309,C_682485,概率论——不确定性的科学,数学,MOOCCubeX,6,0.724349
U_10309,C_782490,微积分（先修课）,未标注,MOOCCubeX,7,0.656598
U_10309,C_697075,微积分——极限理论与一元函数,未标注,MOOCCubeX,8,0.62045
U_10312,C_697791,C++语言程序设计基础,计算机科学与技术,MOOCCubeX,1,0.446971
U_10312,C_707031,如何写好科研论文,未标注,MOOCCubeX,2,0.437872
U_10312,C_674920,逻辑学概论,哲学,MOOCCubeX,3,0.359866
U_10312,C_696724,概率论与数理统计,数学,MOOCCubeX,4,0.333888
U_10312,C_697821,操作系统,计算机科学与技术,MOOCCubeX,5,0.329786
U_10312,C_629559,生活英语进阶,外国语言文学,MOOCCubeX,6,0.29978
U_10312,C_676937,C++语言程序设计进阶,计算机科学与技术,MOOCCubeX,7,0.288418
U_10312,C_707081,人工智能原理,未标注,MOOCCubeX,8,0.275445
U_10323,C_735351,积极心理学（上）厚德载物篇,未标注,MOOCCubeX,1,0.393149
U_10323,C_676683,积极心理学（下）自强不息篇,心理学,MOOCCubeX,2,0.375311
U_10323,C_883345,数据结构(上),未标注,MOOCCubeX,3,0.348785
U_10323,C_676932,心理学概论,心理学,MOOCCubeX,4,0.318728
U_10323,C_697034,唐宋词鉴赏,未标注,MOOCCubeX,5,0.216582
U_10323,C_696700,《资治通鉴》导读,未标注,MOOCCubeX,6,0.2142
U_10323,C_696908,走进心理学,未标注,MOOCCubeX,7,0.199416
U_10323,C_770738,数据结构(下),未标注,MOOCCubeX,8,0.198454
U_10332,C_629559,生活英语进阶,外国语言文学,MOOCCubeX,1,0.055385
U_10332,C_707031,如何写好科研论文,未标注,MOOCCubeX,2,0.050186
U_10332,C_696994,生活英语听说,未标注,MOOCCubeX,3,0.045177
U_10332,C_1794464,在线教学课例与解析,未标注,MOOCCubeX,4,0.044085
U_10332,C_873864,实用日语会话（Practical Japanese Conversation）,未标注,MOOCCubeX,5,0.035777
U_10332,C_697293,英文科技论文写作与学术报告,外国语言文学,MOOCCubeX,6,0.033611
U_10332,C_696911,毛泽东思想和中国特色社会主义理论体系概论,军队政治工作学,MOOCCubeX,7,0.032372
U_10332,C_677249,质性研究方法,未标注,MOOCCubeX,8,0.028186
U_10357,C_696994,生活英语听说,未标注,MOOCCubeX,1,0.775668
U_10357,C_696968,生活英语读写,未标注,MOOCCubeX,2,0.418208
U_10357,C_629559,生活英语进阶,外国语言文学,MOOCCubeX,3,0.406784
U_10357,C_707031,如何写好科研论文,未标注,MOOCCubeX,4,0.350509
U_10357,C_948209,自然辩证法概论,未标注,MOOCCubeX,5,0.305243
U_10357,C_677049,中国近现代史纲要,历史学,MOOCCubeX,6,0.266843
U_10357,C_674920,逻辑学概论,哲学,MOOCCubeX,7,0.261625
U_10357,C_883345,数据结构(上),未标注,MOOCCubeX,8,0.233201
U_10362,C_697791,C++语言程序设计基础,计算机科学与技术,MOOCCubeX,1,0.869768
U_10362,C_697821,操作系统,计算机科学与技术,MOOCCubeX,2,0.685892
U_10362,C_676937,C++语言程序设计进阶,计算机科学与技术,MOOCCubeX,3,0.58342
U_10362,C_770738,数据结构(下),未标注,MOOCCubeX,4,0.467095
U_10362,C_883345,数据结构(上),未标注,MOOCCubeX,5,0.409986
U_10362,C_677010,Java程序设计,计算机科学与技术,MOOCCubeX,6,0.365759
U_10362,C_697828,程序设计基础,未标注,MOOCCubeX,7,0.350249
U_10362,C_681678,Linux 内核分析与应用,计算机科学与技术,MOOCCubeX,8,0.337917
U_10364,C_883345,数据结构(上),未标注,MOOCCubeX,1,0.481201
U_10364,C_770738,数据结构(下),未标注,MOOCCubeX,2,0.28891
U_10364,C_676683,积极心理学（下）自强不息篇,心理学,MOOCCubeX,3,0.281058
U_10364,C_955163,学做小程序——实战篇：树洞小程序,未标注,MOOCCubeX,4,0.277583
U_10364,C_735351,积极心理学（上）厚德载物篇,未标注,MOOCCubeX,5,0.271683
U_10364,C_696700,《资治通鉴》导读,未标注,MOOCCubeX,6,0.237908
U_10364,C_735157,算法设计与分析,计算机科学与技术,MOOCCubeX,7,0.18608
U_10364,C_883372,计算几何,数学,MOOCCubeX,8,0.148723
U_10368,C_697791,C++语言程序设计基础,计算机科学与技术,MOOCCubeX,1,0.95771
U_10368,C_883345,数据结构(上),未标注,MOOCCubeX,2,0.841937
U_10368,C_697821,操作系统,计算机科学与技术,MOOCCubeX,3,0.825127
U_10368,C_694136,数据挖掘：理论与算法,未标注,MOOCCubeX,4,0.788811
U_10368,C_770738,数据结构(下),未标注,MOOCCubeX,5,0.735897
U_10368,C_1428968,区块链和加密数字货币,未标注,MOOCCubeX,6,0.723719
U_10368,C_676932,心理学概论,心理学,MOOCCubeX,7,0.645645
U_10368,C_676937,C++语言程序设计进阶,计算机科学与技术,MOOCCubeX,8,0.634292
U_10374,C_676932,心理学概论,心理学,MOOCCubeX,1,0.261179
U_10374,C_697034,唐宋词鉴赏,未标注,MOOCCubeX,2,0.177776
U_10374,C_735351,积极心理学（上）厚德载物篇,未标注,MOOCCubeX,3,0.159195
U_10374,C_696908,走进心理学,未标注,MOOCCubeX,4,0.147698
U_10374,C_676676,沟通心理学,未标注,MOOCCubeX,5,0.14618
U_10374,C_696942,日语与日本文化,未标注,MOOCCubeX,6,0.1416
U_10374,C_676683,积极心理学（下）自强不息篇,心理学,MOOCCubeX,7,0.136856
U_10374,C_697130,现代生活美学——插花之道,园艺学,MOOCCubeX,8,0.130995
U_10377,C_1428968,区块链和加密数字货币,未标注,MOOCCubeX,1,0.18316
U_10377,C_694136,数据挖掘：理论与算法,未标注,MOOCCubeX,2,0.167071
U_10377,C_879040,经济学原理（宏观部分）,未标注,MOOCCubeX,3,0.144063
U_10377,C_682458,会计学原理,应用经济学,MOOCCubeX,4,0.128496
U_10377,C_697068,Python程序设计基础,未标注,MOOCCubeX,5,0.125156
U_10377,C_735342,经济学原理（微观部分）,理论经济学,MOOCCubeX,6,0.122909
U_10377,C_735405,货币金融学,应用经济学,MOOCCubeX,7,0.114724
U_10377,C_770784,经济学原理,理论经济学,MOOCCubeX,8,0.1043
U_104,C_707031,如何写好科研论文,未标注,MOOCCubeX,1,0.044904
U_104,C_629559,生活英语进阶,外国语言文学,MOOCCubeX,2,0.04246
U_104,C_1794464,在线教学课例与解析,未标注,MOOCCubeX,3,0.040694
U_104,C_873864,实用日语会话（Practical Japanese Conversation）,未标注,MOOCCubeX,4,0.032387
U_104,C_697293,英文科技论文写作与学术报告,外国语言文学,MOOCCubeX,5,0.030716
U_104,C_696911,毛泽东思想和中国特色社会主义理论体系概论,军队政治工作学,MOOCCubeX,6,0.027383
U_104,C_677249,质性研究方法,未标注,MOOCCubeX,7,0.024933
U_104,C_697039,英语写作指导——科学写作,外国语言文学,MOOCCubeX,8,0.024518
U_10424,C_696994,生活英语听说,未标注,MOOCCubeX,1,0.734243
U_10424,C_696968,生活英语读写,未标注,MOOCCubeX,2,0.35754
U_10424,C_948209,自然辩证法概论,未标注,MOOCCubeX,3,0.279727
U_10424,C_696679,电路原理,电气工程,MOOCCubeX,4,0.205688
U_10424,C_760442,自然辩证法概论,未标注,MOOCCubeX,5,0.204478
U_10424,C_677019,英语畅谈中国,未标注,MOOCCubeX,6,0.193505
U_10424,C_629559,生活英语进阶,外国语言文学,MOOCCubeX,7,0.168363
U_10424,C_735164,理工学术英语,外国语言文学,MOOCCubeX,8,0.16108
U_10426,C_676932,心理学概论,心理学,MOOCCubeX,1,0.109799
U_10426,C_697034,唐宋词鉴赏,未标注,MOOCCubeX,2,0.074214
U_10426,C_735351,积极心理学（上）厚德载物篇,未标注,MOOCCubeX,3,0.066638
U_10426,C_696908,走进心理学,未标注,MOOCCubeX,4,0.064193
U_10426,C_676676,沟通心理学,未标注,MOOCCubeX,5,0.062666
U_10426,C_696942,日语与日本文化,未标注,MOOCCubeX,6,0.060725
U_10426,C_676683,积极心理学（下）自强不息篇,心理学,MOOCCubeX,7,0.05788
U_10426,C_697130,现代生活美学——插花之道,园艺学,MOOCCubeX,8,0.055361
U_10431,C_697791,C++语言程序设计基础,计算机科学与技术,MOOCCubeX,1,0.367029
U_10431,C_697821,操作系统,计算机科学与技术,MOOCCubeX,2,0.300289
U_10431,C_676937,C++语言程序设计进阶,计算机科学与技术,MOOCCubeX,3,0.246424
U_10431,C_883345,数据结构(上),未标注,MOOCCubeX,4,0.233681
U_10431,C_770738,数据结构(下),未标注,MOOCCubeX,5,0.231364
U_10431,C_677010,Java程序设计,计算机科学与技术,MOOCCubeX,6,0.162908
U_10431,C_697828,程序设计基础,未标注,MOOCCubeX,7,0.15059
U_10431,C_681678,Linux 内核分析与应用,计算机科学与技术,MOOCCubeX,8,0.14614
U_10442,C_696724,概率论与数理统计,数学,MOOCCubeX,1,0.321131
U_10442,C_707081,人工智能原理,未标注,MOOCCubeX,2,0.274986
U_10442,C_696679,电路原理,电气工程,MOOCCubeX,3,0.25014
U_10442,C_697149,线性代数(1),数学,MOOCCubeX,4,0.237903
U_10442,C_674920,逻辑学概论,哲学,MOOCCubeX,5,0.220813
U_10442,C_696922,大数据机器学习,计算机科学与技术,MOOCCubeX,6,0.20614
U_10442,C_682485,概率论——不确定性的科学,数学,MOOCCubeX,7,0.189437
U_10442,C_782490,微积分（先修课）,未标注,MOOCCubeX,8,0.181347
U_105,C_707031,如何写好科研论文,未标注,MOOCCubeX,1,0.540841
U_105,C_883345,数据结构(上),未标注,MOOCCubeX,2,0.517732
U_105,C_629559,生活英语进阶,外国语言文学,MOOCCubeX,3,0.503651
U_105,C_1794464,在线教学课例与解析,未标注,MOOCCubeX,4,0.402215
U_105,C_697293,英文科技论文写作与学术报告,外国语言文学,MOOCCubeX,5,0.39479
U_105,C_676683,积极心理学（下）自强不息篇,心理学,MOOCCubeX,6,0.373263
U_105,C_873864,实用日语会话（Practical Japanese Conversation）,未标注,MOOCCubeX,7,0.354451
U_105,C_735351,积极心理学（上）厚德载物篇,未标注,MOOCCubeX,8,0.325337
U_10513,C_883345,数据结构(上),未标注,MOOCCubeX,1,1.018973
U_10513,C_735351,积极心理学（上）厚德载物篇,未标注,MOOCCubeX,2,0.957942
U_10513,C_676683,积极心理学（下）自强不息篇,心理学,MOOCCubeX,3,0.928099
U_10513,C_676932,心理学概论,心理学,MOOCCubeX,4,0.616395
U_10513,C_955163,学做小程序——实战篇：树洞小程序,未标注,MOOCCubeX,5,0.588693
U_10513,C_770738,数据结构(下),未标注,MOOCCubeX,6,0.576044
U_10513,C_696700,《资治通鉴》导读,未标注,MOOCCubeX,7,0.55898
U_10513,C_697034,唐宋词鉴赏,未标注,MOOCCubeX,8,0.440238
U_1052,C_1794464,在线教学课例与解析,未标注,MOOCCubeX,1,0.801893
U_1052,C_681655,传染病学,临床医学,MOOCCubeX,2,0.499864
U_1052,C_682239,无处不在—传染病,未标注,MOOCCubeX,3,0.463879
U_1052,C_948417,大学新生适应指南,未标注,MOOCCubeX,4,0.42583
U_1052,C_685689,病理学,未标注,MOOCCubeX,5,0.419154
U_1052,C_680732,肿瘤生物学概论,生物学,MOOCCubeX,6,0.405432
U_1052,C_677045,e时代的教与学——慕课引发的混合式教学,教育学,MOOCCubeX,7,0.395642
U_1052,C_808526,人体胚胎学总论,未标注,MOOCCubeX,8,0.392883
U_10525,C_676932,心理学概论,心理学,MOOCCubeX,1,0.417646
U_10525,C_696724,概率论与数理统计,数学,MOOCCubeX,2,0.337511
U_10525,C_697034,唐宋词鉴赏,未标注,MOOCCubeX,3,0.276275
U_10525,C_707081,人工智能原理,未标注,MOOCCubeX,4,0.267362
U_10525,C_697149,线性代数(1),数学,MOOCCubeX,5,0.25693
U_10525,C_735351,积极心理学（上）厚德载物篇,未标注,MOOCCubeX,6,0.244459
U_10525,C_799796,大学物理1 (力学、热学),物理学,MOOCCubeX,7,0.244132
U_10525,C_674920,逻辑学概论,哲学,MOOCCubeX,8,0.236193
U_10537,C_707031,如何写好科研论文,未标注,MOOCCubeX,1,0.254624
U_10537,C_629559,生活英语进阶,外国语言文学,MOOCCubeX,2,0.19364
U_10537,C_676932,心理学概论,心理学,MOOCCubeX,3,0.177677
U_10537,C_697791,C++语言程序设计基础,计算机科学与技术,MOOCCubeX,4,0.177205
U_10537,C_674920,逻辑学概论,哲学,MOOCCubeX,5,0.16676
U_10537,C_696911,毛泽东思想和中国特色社会主义理论体系概论,军队政治工作学,MOOCCubeX,6,0.156783
U_10537,C_676913,习近平新时代中国特色社会主义思想,军队政治工作学,MOOCCubeX,7,0.154326
U_10537,C_696927,社会研究方法,社会学,MOOCCubeX,8,0.152144
U_10557,C_1428968,区块链和加密数字货币,未标注,MOOCCubeX,1,0.071617
U_10557,C_694136,数据挖掘：理论与算法,未标注,MOOCCubeX,2,0.068061
U_10557,C_879040,经济学原理（宏观部分）,未标注,MOOCCubeX,3,0.052912
U_10557,C_697068,Python程序设计基础,未标注,MOOCCubeX,4,0.051209
U_10557,C_682458,会计学原理,应用经济学,MOOCCubeX,5,0.047873
U_10557,C_735342,经济学原理（微观部分）,理论经济学,MOOCCubeX,6,0.045326
U_10557,C_735405,货币金融学,应用经济学,MOOCCubeX,7,0.040815
U_10557,C_916828,R语言数据分析,未标注,MOOCCubeX,8,0.038551
U_10571,C_1794464,在线教学课例与解析,未标注,MOOCCubeX,1,0.116648
U_10571,C_681655,传染病学,临床医学,MOOCCubeX,2,0.067827
U_10571,C_682239,无处不在—传染病,未标注,MOOCCubeX,3,0.063015
U_10571,C_677045,e时代的教与学——慕课引发的混合式教学,教育学,MOOCCubeX,4,0.063004
U_10571,C_629559,生活英语进阶,外国语言文学,MOOCCubeX,5,0.062301
U_10571,C_948417,大学新生适应指南,未标注,MOOCCubeX,6,0.061049
U_10571,C_685689,病理学,未标注,MOOCCubeX,7,0.057627
U_10571,C_943250,柔性电子技术,未标注,MOOCCubeX,8,0.056877
U_10577,C_1428968,区块链和加密数字货币,未标注,MOOCCubeX,1,0.048662
U_10577,C_694136,数据挖掘：理论与算法,未标注,MOOCCubeX,2,0.046415
U_10577,C_682458,会计学原理,应用经济学,MOOCCubeX,3,0.036484
U_10577,C_879040,经济学原理（宏观部分）,未标注,MOOCCubeX,4,0.036441
U_10577,C_697068,Python程序设计基础,未标注,MOOCCubeX,5,0.032823
U_10577,C_629559,生活英语进阶,外国语言文学,MOOCCubeX,6,0.03279
U_10577,C_707031,如何写好科研论文,未标注,MOOCCubeX,7,0.032769
U_10577,C_735342,经济学原理（微观部分）,理论经济学,MOOCCubeX,8,0.031741
U_1061,C_1794464,在线教学课例与解析,未标注,MOOCCubeX,1,0.091573
U_1061,C_943250,柔性电子技术,未标注,MOOCCubeX,2,0.053059
U_1061,C_681655,传染病学,临床医学,MOOCCubeX,3,0.051088
U_1061,C_677045,e时代的教与学——慕课引发的混合式教学,教育学,MOOCCubeX,4,0.050896
U_1061,C_682239,无处不在—传染病,未标注,MOOCCubeX,5,0.047463
