user_id,course_order
U_1325,C_677249|C_696927|C_948417|C_1792250|C_682704|C_1748240
U_1355,C_862967|C_682222|C_697208|C_680869
U_1356,C_707031|C_696597|C_676635
U_1359,C_1784414|C_1797904|C_697797|C_747227|C_707031|C_1894860|C_1410156|C_697821|C_688398|C_808654
U_1361,C_681355|C_677038|C_707096|C_681414|C_681034|C_837735|C_735362|C_676963|C_680774|C_682360|C_707119|C_696679|C_697024|C_735364|C_934535|C_707054|C_707081
U_1368,C_854866|C_697797|C_681532|C_955163|C_1912735|C_2211915|C_2332739
U_1418,C_697288|C_682466|C_883345|C_770738|C_854866|C_677038|C_707096|C_677045|C_680919|C_1794464
U_1420,C_681671|C_677049
U_1439,C_1794464|C_696679|C_697018
U_1446,C_697075|C_697149
U_1461,C_682466|C_696554|C_677146|C_676969|C_682702|C_879040|C_735342|C_676932
U_1472,C_1025064|C_840084|C_680719
U_1481,C_697299|C_737512|C_948114|C_696740|C_676664|C_696679|C_734054|C_948408|C_799800|C_682222|C_682696|C_682457|C_734011|C_883345|C_697821|C_682360|C_697791|C_770738|C_681071
U_1485,C_735155|C_955163|C_735351|C_697130|C_707035|C_676673|C_697075
U_1513,C_697145|C_676683|C_696908|C_735351|C_948153
U_1528,C_697208|C_797938
U_1539,C_696855|C_1552662|C_948468|C_1765606
U_1542,C_676635|C_677095|C_696946|C_676820|C_676683|C_681756
U_1547,C_677070|C_1025064|C_735351|C_696597|C_949540|C_676683|C_676932|C_676913|C_676658|C_1875490|C_677241|C_1724288|C_696911|C_676676
U_1551,C_707456|C_881436|C_881453|C_883345|C_680910
U_1553,C_680716|C_676907|C_1806527|C_1750819|C_2221558
U_1572,C_934535|C_734011|C_2297236
U_1581,C_696821|C_697802
U_1583,C_697069|C_735362
U_1593,C_883345|C_770738
U_1596,C_696724|C_674920
U_1603,C_682349|C_697068|C_707081|C_697748|C_629559|C_955163|C_696942|C_697778
U_1604,C_854866|C_707081|C_680952
U_1606,C_854855|C_677249
U_1613,C_682189|C_697791|C_784172|C_682672
U_1626,C_948430|C_682141|C_766175|C_681439|C_947243|C_947241|C_784387|C_681001|C_911160|C_948099|C_854839|C_735342|C_696720|C_677045|C_879040|C_697754|C_747696|C_697766|C_680722|C_682226|C_735377|C_681615|C_697422|C_676648|C_676651|C_696993|C_681708|C_676907|C_697073|C_681742|C_707032|C_770766|C_696487|C_677164|C_947240|C_1741536|C_681470|C_677047|C_677249|C_696955|C_1755891|C_857825|C_682629
U_1627,C_746997|C_782555
U_1635,C_674920|C_697034|C_735351|C_676683
U_1639,C_696679|C_781494|C_2342532|C_2286953
U_1663,C_697293|C_677110|C_697791
U_1669,C_697821|C_756594|C_697027
U_1684,C_1862240|C_735046|C_1829954|C_948409|C_676913|C_696841|C_2316356|C_873864|C_629559|C_696928|C_955163
U_1691,C_734035|C_707363|C_682633|C_845673|C_697068|C_677031
U_1694,C_1908916|C_1908918|C_887099
U_1722,C_735175|C_682222|C_697208
U_1735,C_676900|C_735385|C_677172|C_799796|C_682260|C_1748240|C_680753
U_1748,C_697034|C_676932|C_696994|C_676656|C_682466|C_854868|C_707035
U_1755,C_696800|C_927967|C_674923|C_943270|C_697306|C_947253
U_1758,C_749769|C_696927|C_854855|C_694143|C_1748240|C_926175|C_947257|C_1025064|C_677102|C_676932|C_696908|C_676683|C_680730|C_676676|C_677236|C_677249|C_682704|C_854832|C_680989|C_677070|C_676695|C_677136|C_677049|C_801420|C_707031|C_697026|C_674920|C_735143|C_770784|C_697236|C_735395|C_1794464|C_948423|C_1776316|C_1806527|C_682739|C_1800063|C_1903985|C_680879|C_697191|C_629559|C_1894914|C_1891384|C_2141847|C_735342|C_879040|C_682324|C_682713|C_680998|C_697117
U_1761,C_696994|C_677179|C_697161
U_1819,C_922850|C_948432|C_697018|C_1410106|C_697027|C_866769|C_837690|C_682228|C_696679|C_2203228|C_2292312|C_735210|C_676661|C_679148|C_2221589|C_682442
U_1826,C_697034|C_697069|C_696700|C_676674|C_680745|C_697018|C_883345|C_707031|C_674920|C_746997|C_677146|C_682458|C_854843|C_854866|C_677020|C_837735|C_697797|C_682358|C_883372|C_682345|C_696923|C_682427|C_682759|C_854868|C_680803|C_682460|C_682671|C_735321|C_680777|C_680751|C_735129|C_680779|C_680879|C_682302|C_680792|C_854832|C_676686|C_680732|C_696679|C_770738|C_677038|C_676902
U_1830,C_948432|C_1750851|C_735405
U_1833,C_682469|C_696827|C_680931|C_696994|C_677019|C_1428968
U_1837,C_862967|C_696700
U_1863,C_696994|C_883345|C_707119|C_697381|C_696740
U_1868,C_747056|C_948245
U_1900,C_694143|C_854855|C_926175
U_1929,C_770738|C_681255|C_696787|C_799796|C_680814
U_1935,C_934526|C_854871|C_854870
U_1949,C_887148|C_707031|C_676915
U_1953,C_697188|C_943271|C_682466|C_746997
U_1957,C_694143|C_697032|C_697039|C_629559|C_697034
U_1965,C_696679|C_697018
U_1982,C_707025|C_697069|C_697096
U_2009,C_1527465|C_681682|C_1756077|C_1756060|C_1761374|C_682193|C_697289
U_2023,C_697381|C_707119
U_2035,C_948049|C_677243
U_2045,C_696927|C_948410
U_2058,C_735351|C_696700|C_677031|C_697422
U_2059,C_697301|C_696679|C_735351|C_911168|C_676695|C_677136|C_676932|C_854855|C_697026|C_676686|C_873864|C_682794|C_696555|C_926175|C_697117|C_697039
U_2060,C_696740|C_697395|C_680933|C_696682|C_697236|C_697748|C_857825|C_682458|C_676642
U_2097,C_1794464|C_696704
U_2123,C_735378|C_735373|C_697825
U_2155,C_697236|C_854832|C_934526|C_943250|C_922850
U_2157,C_696884|C_676932|C_676676|C_676642|C_948101|C_674959
U_2169,C_676673|C_629559|C_680905|C_766203
U_2252,C_696855|C_682387|C_697748
U_2255,C_766037|C_909094
U_2281,C_947252|C_1428968
U_2300,C_948410|C_948419|C_788575|C_676932|C_696700|C_707031|C_677249|C_696911
U_2301,C_696954|C_854839|C_682515
U_2325,C_948412|C_696994|C_696740|C_697791|C_676664|C_696968|C_629559|C_697032|C_697039|C_682312|C_682620|C_696647|C_735099|C_694160|C_697038|C_707081|C_696922|C_854898|C_707096|C_677045|C_697100|C_682479|C_696821|C_682314|C_697034|C_681696|C_782490|C_697176|C_697149|C_697166|C_682183|C_927975|C_697293|C_697360|C_696787|C_680803|C_696817|C_681414|C_735362|C_936943|C_943223|C_759048|C_696487|C_696753|C_680789|C_677184|C_682822|C_746960|C_680762|C_735157|C_680961|C_735239
U_2338,C_1748240|C_676932|C_696908|C_680762|C_677045
U_2341,C_854866|C_707107
U_2369,C_857825|C_697299|C_696841|C_677042|C_696700|C_697188|C_676686|C_697069|C_677047|C_948410|C_676681
U_2393,C_735194|C_696918|C_932181|C_680803|C_697048|C_677083|C_680779|C_866164|C_680808|C_1903985
U_2434,C_1794464|C_1792250|C_1756063
U_2444,C_769301|C_1748240|C_735351
U_2452,C_677047|C_801420|C_677118|C_697684|C_696992|C_707032|C_677014|C_677070|C_674937|C_682350|C_948269|C_697034|C_696912|C_676676|C_677004|C_682473|C_629559|C_737512|C_948235|C_696911|C_696700|C_1764846|C_2059297|C_677049
U_2474,C_735341|C_948395
U_2487,C_679148|C_882596|C_682683|C_696506
U_2506,C_682195|C_697034|C_1428968|C_680777
U_2518,C_883345|C_770738|C_955163
U_2545,C_883345|C_707081|C_784172|C_682672|C_696724|C_934535|C_782490
U_2561,C_696700|C_676656|C_682636|C_948257|C_697025
U_2617,C_735164|C_735377|C_707031|C_697293|C_735157|C_1552662|C_696922|C_1797904|C_707081|C_1944971|C_694136|C_1741561
U_2628,C_677049|C_696911
U_2641,C_697032|C_697039
U_2659,C_676683|C_943223
U_2704,C_789278|C_694136|C_697067|C_681034|C_707096|C_677045
U_2730,C_955163|C_680933|C_674920|C_696841|C_707022|C_676969|C_676907|C_697236|C_674950|C_697748|C_676646|C_697161|C_696835|C_694140|C_682546|C_680841|C_677047|C_674914|C_735448|C_697145|C_680738|C_735300|C_677042|C_696991|C_697766|C_696976|C_680881|C_737592|C_677189|C_697098|C_696908|C_682466|C_682679
U_2744,C_677130|C_1741496|C_681255|C_881485|C_1755888
U_2747,C_1428968|C_629559
U_2748,C_697130|C_696942|C_873864|C_677031
U_2789,C_707456|C_676664
U_2808,C_696679|C_696689|C_1794464
U_2815,C_879040|C_735342|C_911162
U_2826,C_1912519|C_697821|C_2218203
U_2834,C_881485|C_677049|C_737512|C_696994
U_2839,C_735362|C_697289
U_2862,C_707031|C_756646|C_676966
U_2905,C_735118|C_682675|C_682343|C_682415|C_682704|C_696994|C_629559
U_2927,C_955163|C_735239|C_881478
U_2980,C_707037|C_696994|C_682442|C_697265|C_955163|C_916828|C_696928|C_866756|C_1686679|C_948414|C_1795810|C_697121|C_681115|C_676978|C_947794|C_676932|C_697130|C_674903|C_854839|C_696700|C_697802|C_697299|C_697188|C_697034|C_694136|C_2229906
U_3007,C_697038|C_734041|C_1756056
U_3024,C_1903985|C_696700
U_3052,C_676686|C_879054|C_676683|C_676649
U_3079,C_1767316|C_947147|C_854667|C_697161|C_907964|C_1552662|C_734021
U_3084,C_735107|C_696700|C_697034|C_681671
U_3091,C_1428968|C_682458
U_3112,C_696855|C_696908|C_735342|C_697121|C_879054|C_682681|C_682149|C_697087|C_947149|C_862967|C_948210|C_811503|C_948046|C_948049|C_898359|C_934520|C_879111|C_883345|C_682239|C_735351|C_696994|C_955163|C_696709|C_948408|C_1686679|C_696955|C_1410386|C_1756063|C_1761372|C_1771179|C_1761386|C_1755889|C_819285|C_1692685|C_1755846|C_1778560|C_696911|C_676913|C_676658|C_696679|C_1794464|C_1795810|C_1718815|C_696976|C_1883679|C_697401|C_866756|C_1904668|C_1825107|C_947252|C_676664|C_1918363|C_707022|C_1903980|C_2059291|C_697267|C_1997524|C_697025|C_682195|C_677093|C_680777|C_681100|C_676681|C_680870|C_707067|C_697045|C_696555|C_682754|C_677236|C_680915|C_943250|C_2266746|C_2328461|C_2335763
U_3132,C_881480|C_881453
U_3145,C_697032|C_697039|C_697038
U_3160,C_680920|C_927967|C_676932
U_3165,C_697130|C_697374
U_3167,C_674920|C_694143|C_680937|C_677014|C_676686|C_676940|C_677144
U_3169,C_735086|C_697116|C_734059|C_681026|C_697026|C_845947|C_927968|C_696911|C_676913|C_676658|C_866764
U_3170,C_682195|C_879054|C_735389
U_3173,C_696946|C_756646
U_3179,C_681026|C_697026|C_696911|C_845947|C_735259|C_854868|C_749769
U_3205,C_943250|C_883345|C_696679
U_3212,C_677019|C_697405|C_854901|C_681027|C_857823|C_1811836|C_927972|C_677004|C_1646044|C_879045|C_682473|C_1907833|C_2229905|C_680933|C_707119|C_674903|C_680753
U_3213,C_682415|C_943250|C_879040|C_707081|C_697096|C_697110|C_908991
U_3217,C_676683|C_682458|C_943267|C_682415|C_682350|C_676651|C_696700|C_674903|C_697034|C_707032|C_676676|C_697130|C_682586|C_676662|C_676820|C_696626|C_697236|C_676659|C_697069|C_735351|C_676686|C_746985|C_674912
U_3323,C_873860|C_747056
U_3345,C_682485|C_696724
U_3403,C_887103|C_674903|C_697034|C_801420|C_696911|C_696700|C_696682|C_697032|C_674971|C_676648|C_676649|C_697236|C_823300|C_697039|C_1771179|C_747033|C_681047|C_681066|C_682280|C_681079|C_948120|C_734049|C_797919|C_1907838|C_1925905|C_1764860|C_1886691|C_682239|C_681655|C_680732|C_680784|C_682269|C_948265|C_680999|C_948083|C_697144|C_697126|C_948392|C_681519|C_1811839|C_697162|C_1755846|C_1811867|C_1828106|C_1750781|C_1789683|C_1844126|C_2059947|C_696972|C_825832|C_934526|C_1776312|C_697035|C_697293|C_696724|C_707031|C_2302877
U_3424,C_735419|C_707038
U_3428,C_696882|C_873858|C_948408|C_735361|C_922865|C_943274|C_677110|C_674903|C_881462|C_680745|C_676664|C_696942|C_696980|C_677010|C_696908|C_676696|C_682320|C_735175
U_3439,C_697405|C_733993|C_680752|C_676969
U_3445,C_879040|C_735342|C_697236
U_3446,C_799796|C_696994|C_696908|C_676932|C_677236|C_676676|C_676683|C_735351|C_680730|C_682819|C_1429102|C_676649|C_677130|C_696955|C_696999|C_682702|C_676898|C_697117|C_680759|C_677087|C_680757|C_682512|C_696897|C_735317|C_948412|C_735129|C_696903|C_948408|C_682322|C_682358|C_799800|C_854846|C_682222|C_677164|C_781445|C_776850|C_908991|C_697039|C_697032|C_697038|C_735405|C_770784|C_696692|C_696720
U_3450,C_696994|C_697117|C_770784|C_707038|C_735030|C_947249|C_682435|C_916826
U_3478,C_677049|C_682739|C_948395|C_680903|C_677042|C_697026
U_3479,C_707127|C_676635|C_681488
U_3480,C_697188|C_674920|C_676996
U_3498,C_629559|C_1756062|C_1756063|C_1755958|C_696555
U_3508,C_696927|C_682704|C_677249|C_674914|C_879074|C_680830
U_3509,C_697307|C_819285|C_696994|C_808526|C_677243|C_696571|C_677077|C_735122|C_681720|C_697284|C_681688|C_680970|C_682210|C_682269|C_680717|C_681655|C_685689|C_681715|C_909099|C_948264|C_948244|C_697415|C_680765|C_677043|C_735351|C_676966|C_947167|C_1017355|C_681355|C_688385|C_682431|C_696709|C_697120|C_1741498|C_947252|C_682546|C_680979|C_1778561|C_1750781|C_697684|C_681083|C_697025|C_696555|C_681679|C_680821|C_2302877
U_3516,C_1527465|C_696908
U_3585,C_696740|C_707119|C_697381|C_697802
U_3603,C_735214|C_735157|C_759048|C_680759|C_682302
U_3607,C_697108|C_735351|C_677241|C_1764847|C_697374
U_3608,C_735351|C_854855|C_676683|C_674920|C_680931|C_696724
U_3633,C_840084|C_677249|C_707127|C_682704
U_3652,C_677083|C_677099|C_682331|C_696860|C_697285|C_696922|C_735116|C_735102|C_735107|C_881478|C_735335|C_676890|C_697407|C_694136|C_681103|C_697165|C_955163|C_680745|C_854871|C_854870|C_854866|C_735214|C_737492|C_682346|C_681362|C_696798|C_696803|C_707087|C_696801|C_696792|C_682313|C_696872|C_947149|C_1428968|C_696554
U_3673,C_840084|C_1903983
U_3701,C_696908|C_677144|C_676996
U_3715,C_735351|C_676683|C_680730|C_680921|C_948389|C_674920|C_734015|C_682210|C_1903965|C_697096|C_696700|C_697106|C_677049|C_696976|C_696946|C_948431|C_2316356|C_696571|C_677189
U_3717,C_697802|C_697293|C_697422|C_697236|C_707031|C_697619|C_696554|C_734011|C_677146|C_696922|C_866164|C_682137|C_1903985|C_948432|C_1940647|C_696918|C_680762|C_707081|C_1552662|C_2297236
U_3731,C_676683|C_735351
U_3744,C_680860|C_677020
U_3755,C_682443|C_682595|C_697208
U_3763,C_696841|C_677014
U_3793,C_677192|C_677159
U_3817,C_746971|C_948209
U_3836,C_854866|C_696674|C_734011
U_3850,C_936913|C_934496|C_948153|C_676932|C_674920|C_676676|C_697395|C_680961|C_674923|C_696976|C_696697|C_948435|C_696525
U_3851,C_948468|C_948408|C_696918|C_682189
U_3865,C_735395|C_817691|C_697556|C_696987|C_696994
U_3866,C_696700|C_682466|C_707119|C_697381|C_680753|C_697188|C_707032|C_697415|C_697130|C_735155|C_697405|C_707037|C_707081|C_676996|C_697165
U_3930,C_887103|C_697791|C_697068|C_780629|C_948468|C_1731918
U_3933,C_948269|C_948427|C_696994
U_3935,C_697208|C_735123|C_947253
U_3936,C_584329|C_696994|C_697821|C_788575|C_735046|C_697791|C_758898|C_943250|C_922850|C_696679|C_677146|C_1903985|C_799800|C_735129|C_1738959
U_3984,C_696771|C_735164
U_4036,C_697100|C_697106
U_4043,C_696994|C_707025|C_1903985|C_694143|C_707096|C_854855|C_1761372|C_676695
U_4081,C_676932|C_682210
U_4117,C_1748240|C_680951|C_854832|C_696841|C_676902|C_680933|C_696835|C_801446|C_911165|C_948409|C_696922|C_696927|C_677042|C_680731|C_1017419|C_677249|C_682704|C_916828|C_1780261|C_707081
U_4136,C_697405|C_746985
U_4154,C_936913|C_682822|C_813434|C_681086|C_696892|C_682624
U_4164,C_873864|C_697091
U_4178,C_696700|C_674920
U_4207,C_734049|C_697653|C_916828|C_735273
U_4232,C_911165|C_681735|C_879040|C_770784|C_735342
U_4235,C_948038|C_707081|C_696976|C_674903|C_697130|C_677129|C_799931|C_676932|C_682679|C_749769|C_680817
U_4243,C_854839|C_735342|C_697073|C_696954|C_707025|C_676651|C_696956|C_697381|C_707119|C_697117|C_676649|C_707032|C_676902|C_735288|C_677087|C_682324|C_697415|C_696946|C_697265|C_674903|C_697152|C_696994|C_948040|C_696525|C_677030
U_4307,C_696994|C_707081
U_4367,C_735214|C_854839|C_697130|C_674903|C_696994|C_680777|C_879054|C_697091|C_682195|C_697072|C_756747|C_682388|C_680980|C_680989|C_680752|C_680803|C_696968
U_4371,C_947147|C_735308|C_1755912
U_4381,C_789278|C_797938|C_694136|C_677146|C_680762|C_1718815|C_1647264|C_697068|C_1552662|C_947233|C_677047|C_681200|C_676969|C_676635|C_696884|C_682742|C_947773
U_4391,C_917311|C_696704|C_677129
U_4426,C_676656|C_676651|C_697422
U_4430,C_879040|C_697091|C_682137
U_4436,C_674953|C_696606|C_697415
U_4486,C_685689|C_676695|C_756646|C_734050|C_677030|C_927967|C_1811728|C_1472684
U_4491,C_682153|C_682531|C_948486|C_769264|C_799778|C_696994
U_4528,C_694168|C_682480|C_696679|C_1755924|C_1755846|C_1774969|C_1824376|C_1814140
U_4566,C_866756|C_676932|C_1428968|C_676664|C_629559|C_1756074
U_4576,C_677249|C_697096|C_707096
U_4604,C_707373|C_948235
U_4645,C_756747|C_697091|C_681633
U_4666,C_948141|C_737592
U_4672,C_697032|C_674920
U_4675,C_681100|C_694143|C_677179
U_4712,C_707081|C_770784|C_734011|C_696554
U_4728,C_682731|C_696700|C_788575|C_697179|C_756646|C_696687|C_707038|C_697130|C_696682|C_682314|C_697236|C_676917|C_696899|C_1883679|C_1776301|C_1828106|C_1755920|C_1811839|C_2244927|C_1825107|C_1792250|C_1756076|C_1785616|C_681057
U_4757,C_737592|C_754135
U_4790,C_681643|C_697018|C_746997|C_697208
U_4792,C_696927|C_707081|C_734035|C_676907
U_4816,C_676651|C_948409
U_4831,C_749769|C_696628|C_696927|C_682685|C_936971|C_879040|C_947252|C_677243
