user_id,course_id,enroll,watch_ratio,exercise_ratio,preference
U_90,C_707135,1,,,2.97
U_90,C_696968,1,,,2.94
U_90,C_696994,1,,,2.91
U_90,C_1824921,1,,,2.88
U_104,C_677018,1,,,3.0
U_104,C_881485,1,,,2.97
U_105,C_677109,1,,,3.0
U_105,C_707373,1,,,2.97
U_105,C_735157,1,,,2.94
U_105,C_707054,1,,,2.91
U_105,C_735395,1,,,2.88
U_105,C_682485,1,,,2.85
U_105,C_697422,1,,,2.82
U_105,C_756654,1,,,2.79
U_105,C_696994,1,,,2.76
U_105,C_629559,1,,,2.73
U_105,C_677045,1,,,2.7
U_105,C_1756063,1,,,2.67
U_105,C_883345,1,,,2.64
U_105,C_680817,1,,,2.61
U_105,C_1766165,1,,,2.58
U_105,C_1775020,1,,,2.55
U_105,C_1794464,1,,,2.52
U_105,C_948411,1,,,2.49
U_105,C_697401,1,,,2.46
U_105,C_1771179,1,,,2.43
U_105,C_734050,1,,,2.4
U_105,C_814381,1,,,2.37
U_105,C_866756,1,,,2.34
U_105,C_1686971,1,,,2.31
U_105,C_676664,1,,,2.28
U_105,C_947262,1,,,2.25
U_112,C_696994,1,,,3.0
U_112,C_735338,1,,,2.97
U_112,C_696956,1,,,2.94
U_112,C_677020,1,,,2.91
U_112,C_697027,1,,,2.88
U_112,C_788575,1,,,2.85
U_112,C_697748,1,,,2.82
U_112,C_696855,1,,,2.79
U_112,C_943255,1,,,2.76
U_112,C_696679,1,,,2.73
U_112,C_697415,1,,,2.7
U_112,C_934510,1,,,2.67
U_112,C_854866,1,,,2.64
U_112,C_735300,1,,,2.61
U_112,C_819285,1,,,2.58
U_112,C_677030,1,,,2.55
U_112,C_676673,1,,,2.52
U_112,C_696700,1,,,2.49
U_112,C_676932,1,,,2.46
U_112,C_682277,1,,,2.43
U_112,C_696597,1,,,2.4
U_112,C_676686,1,,,2.37
U_112,C_680722,1,,,2.34
U_112,C_735341,1,,,2.31
U_112,C_735251,1,,,2.28
U_112,C_677159,1,,,2.25
U_112,C_677045,1,,,2.22
U_112,C_881485,1,,,2.19
U_112,C_947244,1,,,2.16
U_112,C_696928,1,,,2.13
U_112,C_1794464,1,,,2.1
U_112,C_1795810,1,,,2.07
U_112,C_1776316,1,,,2.04
U_112,C_782490,1,,,2.01
U_112,C_845950,1,,,1.98
U_112,C_696939,1,,,1.95
U_112,C_948410,1,,,1.92
U_112,C_707038,1,,,1.89
U_112,C_1410126,1,,,1.86
U_112,C_1806527,1,,,1.83
U_112,C_697076,1,,,1.8
U_112,C_1428968,1,,,1.77
U_112,C_682469,1,,,1.74
U_112,C_682442,1,,,1.71
U_112,C_936990,1,,,1.68
U_112,C_677049,1,,,1.65
U_112,C_1903985,1,,,1.62
U_112,C_681083,1,,,1.59
U_118,C_696740,1,,,3.0
U_118,C_676664,1,,,2.97
U_118,C_697117,1,,,2.94
U_119,C_801420,1,,,3.0
U_119,C_676905,1,,,2.97
U_119,C_735273,1,,,2.94
U_123,C_735351,1,,,3.0
U_123,C_943255,1,,,2.97
U_123,C_2203228,1,,,2.94
U_129,C_697208,1,,,3.0
U_129,C_682222,1,,,2.97
U_129,C_697821,1,,,2.94
U_146,C_680824,1,,,3.0
U_146,C_766203,1,,,2.97
U_146,C_873864,1,,,2.94
U_146,C_682443,1,,,2.91
U_146,C_682222,1,,,2.88
U_146,C_680845,1,,,2.85
U_150,C_682155,1,,,3.0
U_150,C_697374,1,,,2.97
U_151,C_875624,1,,,3.0
U_151,C_676969,1,,,2.97
U_152,C_676969,1,,,3.0
U_152,C_677010,1,,,2.97
U_152,C_694136,1,,,2.94
U_152,C_883345,1,,,2.91
U_153,C_696724,1,,,3.0
U_153,C_696826,1,,,2.97
U_153,C_681299,1,,,2.94
U_159,C_674920,1,,,3.0
U_159,C_707089,1,,,2.97
U_170,C_676932,1,,,3.0
U_170,C_797404,1,,,2.97
U_170,C_2336296,1,,,2.94
U_172,C_948410,1,,,3.0
U_172,C_936990,1,,,2.97
U_172,C_697791,1,,,2.94
U_172,C_676651,1,,,2.91
U_172,C_697375,1,,,2.88
U_172,C_1764865,1,,,2.85
U_172,C_1756077,1,,,2.82
U_172,C_682713,1,,,2.79
U_172,C_681076,1,,,2.76
U_172,C_1764859,1,,,2.73
U_172,C_1765606,1,,,2.7
U_172,C_735389,1,,,2.67
U_172,C_697030,1,,,2.64
U_172,C_1924175,1,,,2.61
U_172,C_1903976,1,,,2.58
U_172,C_697398,1,,,2.55
U_172,C_697407,1,,,2.52
U_184,C_735157,1,,,3.0
U_184,C_1686679,1,,,2.97
U_184,C_696994,1,,,2.94
U_184,C_696700,1,,,2.91
U_185,C_696729,1,,,3.0
U_185,C_707096,1,,,2.97
U_185,C_943255,1,,,2.94
U_185,C_1794464,1,,,2.91
U_185,C_734053,1,,,2.88
U_189,C_927961,1,,,3.0
U_189,C_697334,1,,,2.97
U_189,C_817148,1,,,2.94
U_189,C_682155,1,,,2.91
U_189,C_746971,1,,,2.88
U_189,C_943250,1,,,2.85
U_189,C_879069,1,,,2.82
U_189,C_1434547,1,,,2.79
U_189,C_837690,1,,,2.76
U_189,C_948432,1,,,2.73
U_189,C_756710,1,,,2.7
U_189,C_747024,1,,,2.67
U_189,C_922850,1,,,2.64
U_189,C_1907851,1,,,2.61
U_189,C_697206,1,,,2.58
U_189,C_943255,1,,,2.55
U_189,C_1124039,1,,,2.52
U_189,C_696679,1,,,2.49
U_189,C_2342532,1,,,2.46
U_191,C_696787,1,,,3.0
U_191,C_629559,1,,,2.97
U_191,C_676673,1,,,2.94
U_191,C_680740,1,,,2.91
U_191,C_735342,1,,,2.88
U_191,C_854832,1,,,2.85
U_191,C_697293,1,,,2.82
U_191,C_677049,1,,,2.79
U_191,C_682458,1,,,2.76
U_191,C_697374,1,,,2.73
U_191,C_677042,1,,,2.7
U_191,C_948415,1,,,2.67
U_191,C_948411,1,,,2.64
U_191,C_949540,1,,,2.61
U_191,C_735046,1,,,2.58
U_191,C_948409,1,,,2.55
U_191,C_948414,1,,,2.52
U_191,C_948410,1,,,2.49
U_191,C_948412,1,,,2.46
U_191,C_682624,1,,,2.43
U_191,C_676658,1,,,2.4
U_191,C_1527465,1,,,2.37
U_191,C_948408,1,,,2.34
U_191,C_696994,1,,,2.31
U_191,C_1429002,1,,,2.28
U_191,C_735155,1,,,2.25
U_191,C_696841,1,,,2.22
U_191,C_682314,1,,,2.19
U_191,C_707031,1,,,2.16
U_191,C_682618,1,,,2.13
U_191,C_696923,1,,,2.1
U_191,C_680771,1,,,2.07
U_191,C_1724291,1,,,2.04
U_191,C_799796,1,,,2.01
U_191,C_697360,1,,,1.98
U_191,C_883372,1,,,1.95
U_191,C_883345,1,,,1.92
U_191,C_943250,1,,,1.89
U_191,C_1749554,1,,,1.86
U_191,C_922850,1,,,1.83
U_191,C_1771179,1,,,1.8
U_191,C_1755887,1,,,1.77
U_191,C_696903,1,,,1.74
U_191,C_1159827,1,,,1.71
U_191,C_1748240,1,,,1.68
U_191,C_1756056,1,,,1.65
U_191,C_697179,1,,,1.62
U_191,C_1795810,1,,,1.59
U_191,C_735129,1,,,1.56
U_191,C_677045,1,,,1.53
U_191,C_1761374,1,,,1.5
U_191,C_1755912,1,,,1.47
U_191,C_1755913,1,,,1.44
U_191,C_1793742,1,,,1.41
U_191,C_1761368,1,,,1.38
U_191,C_1755891,1,,,1.35
U_191,C_1755888,1,,,1.32
U_191,C_1750851,1,,,1.29
U_191,C_948419,1,,,1.26
U_191,C_2009301,1,,,1.23
U_191,C_1903965,1,,,1.2
U_192,C_735157,1,,,3.0
U_192,C_735214,1,,,2.97
U_192,C_854846,1,,,2.94
U_192,C_696704,1,,,2.91
U_192,C_1794464,1,,,2.88
U_192,C_676932,1,,,2.85
U_192,C_696968,1,,,2.82
U_192,C_883345,1,,,2.79
U_192,C_697791,1,,,2.76
U_192,C_1918363,1,,,2.73
U_193,C_682193,1,,,3.0
U_193,C_707173,1,,,2.97
U_193,C_780844,1,,,2.94
U_195,C_697027,1,,,3.0
U_195,C_696679,1,,,2.97
U_195,C_784172,1,,,2.94
U_195,C_1794464,1,,,2.91
U_196,C_697398,1,,,3.0
U_196,C_1738993,1,,,2.97
U_196,C_789278,1,,,2.94
U_196,C_676932,1,,,2.91
U_197,C_697791,1,,,3.0
U_197,C_676937,1,,,2.97
U_197,C_1794464,1,,,2.94
U_197,C_808526,1,,,2.91
U_197,C_948415,1,,,2.88
U_197,C_694136,1,,,2.85
U_197,C_682379,1,,,2.82
U_198,C_682147,1,,,3.0
U_198,C_682322,1,,,2.97
U_198,C_682516,1,,,2.94
U_198,C_943255,1,,,2.91
U_198,C_883345,1,,,2.88
U_198,C_680759,1,,,2.85
U_198,C_676673,1,,,2.82
U_198,C_837985,1,,,2.79
U_198,C_677076,1,,,2.76
U_198,C_854862,1,,,2.73
U_198,C_947252,1,,,2.7
U_198,C_682742,1,,,2.67
U_198,C_1903985,1,,,2.64
U_203,C_697427,1,,,3.0
U_203,C_1159827,1,,,2.97
U_205,C_948435,1,,,3.0
U_205,C_735362,1,,,2.97
U_205,C_707054,1,,,2.94
U_205,C_694143,1,,,2.91
U_205,C_697407,1,,,2.88
U_205,C_697398,1,,,2.85
U_205,C_696740,1,,,2.82
U_205,C_676913,1,,,2.79
U_205,C_948296,1,,,2.76
U_212,C_696927,1,,,3.0
U_212,C_697091,1,,,2.97
U_217,C_697748,1,,,3.0
U_217,C_883345,1,,,2.97
U_217,C_694136,1,,,2.94
U_217,C_697184,1,,,2.91
U_217,C_696685,1,,,2.88
U_219,C_696679,1,,,3.0
U_219,C_697293,1,,,2.97
U_219,C_696994,1,,,2.94
U_219,C_1794464,1,,,2.91
U_219,C_696700,1,,,2.88
U_219,C_948415,1,,,2.85
U_219,C_1750789,1,,,2.82
U_219,C_674959,1,,,2.79
U_219,C_1767167,1,,,2.76
U_230,C_948409,1,,,3.0
U_230,C_697374,1,,,2.97
U_230,C_697236,1,,,2.94
U_230,C_674920,1,,,2.91
U_234,C_1410156,1,,,3.0
U_234,C_697821,1,,,2.97
U_234,C_697778,1,,,2.94
U_242,C_697293,1,,,3.0
U_242,C_883345,1,,,2.97
U_242,C_696911,1,,,2.94
U_243,C_1738993,1,,,3.0
U_243,C_694136,1,,,2.97
U_260,C_697791,1,,,3.0
U_260,C_696746,1,,,2.97
U_260,C_677010,1,,,2.94
U_260,C_770751,1,,,2.91
U_260,C_746997,1,,,2.88
U_271,C_629559,1,,,3.0
U_271,C_934528,1,,,2.97
U_274,C_697208,1,,,3.0
U_274,C_746997,1,,,2.97
U_274,C_682345,1,,,2.94
U_274,C_682330,1,,,2.91
U_280,C_682330,1,,,3.0
U_280,C_680824,1,,,2.97
U_280,C_697293,1,,,2.94
U_299,C_680762,1,,,3.0
U_299,C_696554,1,,,2.97
U_300,C_680884,1,,,3.0
U_300,C_1732842,1,,,2.97
U_300,C_682256,1,,,2.94
U_382,C_680745,1,,,3.0
U_382,C_955163,1,,,2.97
U_382,C_911168,1,,,2.94
U_412,C_707119,1,,,3.0
U_412,C_682473,1,,,2.97
U_412,C_680881,1,,,2.94
U_412,C_840087,1,,,2.91
U_412,C_1794464,1,,,2.88
U_413,C_801420,1,,,3.0
U_413,C_883345,1,,,2.97
U_437,C_696729,1,,,3.0
U_437,C_696679,1,,,2.97
U_457,C_735107,1,,,3.0
U_457,C_735116,1,,,2.97
U_463,C_682487,1,,,3.0
U_463,C_697032,1,,,2.97
U_463,C_697039,1,,,2.94
U_463,C_677249,1,,,2.91
U_464,C_697069,1,,,3.0
U_464,C_696700,1,,,2.97
U_464,C_799796,1,,,2.94
U_464,C_799800,1,,,2.91
U_464,C_680819,1,,,2.88
U_464,C_697034,1,,,2.85
U_464,C_1795810,1,,,2.82
U_469,C_697130,1,,,3.0
U_469,C_707035,1,,,2.97
U_469,C_1761460,1,,,2.94
U_514,C_947794,1,,,3.0
U_514,C_697791,1,,,2.97
U_514,C_697398,1,,,2.94
U_514,C_696899,1,,,2.91
U_514,C_735283,1,,,2.88
U_514,C_680745,1,,,2.85
U_514,C_707081,1,,,2.82
U_514,C_681682,1,,,2.79
U_514,C_1756077,1,,,2.76
U_514,C_1864381,1,,,2.73
U_528,C_948410,1,,,3.0
U_528,C_1724291,1,,,2.97
U_531,C_696939,1,,,3.0
U_531,C_1750786,1,,,2.97
U_567,C_883345,1,,,3.0
U_567,C_676969,1,,,2.97
U_567,C_916828,1,,,2.94
U_567,C_696922,1,,,2.91
U_576,C_873864,1,,,3.0
U_576,C_696942,1,,,2.97
U_576,C_948417,1,,,2.94
U_591,C_707037,1,,,3.0
U_591,C_680926,1,,,2.97
U_670,C_697096,1,,,3.0
U_670,C_696994,1,,,2.97
U_670,C_735155,1,,,2.94
U_670,C_682338,1,,,2.91
U_670,C_873864,1,,,2.88
U_670,C_948113,1,,,2.85
U_670,C_1734933,1,,,2.82
U_670,C_1756063,1,,,2.79
U_670,C_1767126,1,,,2.76
U_670,C_681045,1,,,2.73
U_670,C_1328548,1,,,2.7
U_670,C_1628160,1,,,2.67
U_670,C_1627979,1,,,2.64
U_670,C_1889446,1,,,2.61
U_670,C_1890207,1,,,2.58
U_670,C_1891387,1,,,2.55
U_670,C_1894844,1,,,2.52
U_670,C_1894860,1,,,2.49
U_670,C_1894884,1,,,2.46
U_670,C_1894914,1,,,2.43
U_670,C_1894960,1,,,2.4
U_670,C_1899192,1,,,2.37
U_670,C_1904032,1,,,2.34
U_670,C_1905468,1,,,2.31
U_670,C_1906203,1,,,2.28
U_670,C_1912188,1,,,2.25
U_670,C_1912477,1,,,2.22
U_670,C_1762972,1,,,2.19
U_670,C_1915175,1,,,2.16
U_670,C_1916172,1,,,2.13
U_670,C_1916174,1,,,2.1
U_670,C_1916207,1,,,2.07
U_670,C_1916220,1,,,2.04
U_670,C_1918002,1,,,2.01
U_670,C_1918004,1,,,1.98
U_670,C_1924714,1,,,1.95
U_670,C_1924736,1,,,1.92
U_670,C_1940999,1,,,1.89
U_670,C_1941018,1,,,1.86
U_670,C_1974389,1,,,1.83
U_670,C_1980010,1,,,1.8
U_670,C_2038046,1,,,1.77
U_670,C_2111790,1,,,1.74
U_670,C_2242137,1,,,1.71
U_670,C_2255517,1,,,1.68
U_670,C_697415,1,,,1.65
U_670,C_2318799,1,,,1.62
U_670,C_2332585,1,,,1.59
U_670,C_2332807,1,,,1.56
U_670,C_2339808,1,,,1.53
U_670,C_2341099,1,,,1.5
U_670,C_2342039,1,,,1.47
U_670,C_2343133,1,,,1.44
U_777,C_883345,1,,,3.0
U_777,C_696922,1,,,2.97
U_783,C_697791,1,,,3.0
U_783,C_694136,1,,,2.97
U_783,C_947253,1,,,2.94
U_786,C_694150,1,,,3.0
U_786,C_696554,1,,,2.97
U_796,C_1806527,1,,,3.0
U_796,C_682546,1,,,2.97
U_796,C_682742,1,,,2.94
U_796,C_948414,1,,,2.91
U_796,C_955163,1,,,2.88
U_796,C_696922,1,,,2.85
U_796,C_682379,1,,,2.82
U_796,C_680740,1,,,2.79
U_796,C_883372,1,,,2.76
U_796,C_696554,1,,,2.73
U_796,C_677146,1,,,2.7
U_796,C_694136,1,,,2.67
U_796,C_697422,1,,,2.64
U_796,C_682485,1,,,2.61
U_796,C_1765606,1,,,2.58
U_796,C_1764865,1,,,2.55
U_796,C_697802,1,,,2.52
U_796,C_1864381,1,,,2.49
U_796,C_1944971,1,,,2.46
U_796,C_680931,1,,,2.43
U_796,C_1780261,1,,,2.4
U_796,C_1738993,1,,,2.37
U_796,C_1898449,1,,,2.34
U_796,C_1767126,1,,,2.31
U_796,C_1918363,1,,,2.28
U_796,C_883345,1,,,2.25
U_796,C_898349,1,,,2.22
U_796,C_735157,1,,,2.19
U_796,C_697797,1,,,2.16
U_796,C_697236,1,,,2.13
U_796,C_696724,1,,,2.1
U_804,C_697149,1,,,3.0
U_804,C_697166,1,,,2.97
U_804,C_1714443,1,,,2.94
U_804,C_873864,1,,,2.91
U_804,C_629559,1,,,2.88
U_817,C_707035,1,,,3.0
U_817,C_680805,1,,,2.97
U_817,C_696928,1,,,2.94
U_817,C_677099,1,,,2.91
U_817,C_697096,1,,,2.88
U_817,C_948410,1,,,2.85
U_817,C_1428968,1,,,2.82
U_817,C_948415,1,,,2.79
U_817,C_1903985,1,,,2.76
U_817,C_677010,1,,,2.73
U_817,C_747024,1,,,2.7
U_817,C_682222,1,,,2.67
U_817,C_854839,1,,,2.64
U_817,C_879040,1,,,2.61
U_817,C_697075,1,,,2.58
U_817,C_1756063,1,,,2.55
U_817,C_629559,1,,,2.52
U_817,C_697034,1,,,2.49
U_817,C_696655,1,,,2.46
U_817,C_696626,1,,,2.43
U_817,C_707031,1,,,2.4
U_817,C_707022,1,,,2.37
U_817,C_735157,1,,,2.34
U_817,C_697005,1,,,2.31
U_817,C_697208,1,,,2.28
U_818,C_696922,1,,,3.0
U_818,C_948468,1,,,2.97
U_818,C_696554,1,,,2.94
U_835,C_943250,1,,,3.0
U_835,C_1748240,1,,,2.97
U_835,C_1771179,1,,,2.94
U_835,C_1792250,1,,,2.91
U_835,C_1997524,1,,,2.88
U_895,C_682308,1,,,3.0
U_895,C_680745,1,,,2.97
U_922,C_883345,1,,,3.0
U_922,C_770738,1,,,2.97
U_964,C_696740,1,,,3.0
U_964,C_696729,1,,,2.97
U_964,C_696980,1,,,2.94
U_964,C_808534,1,,,2.91
U_964,C_682338,1,,,2.88
U_964,C_873864,1,,,2.85
U_965,C_696724,1,,,3.0
U_965,C_696554,1,,,2.97
U_965,C_696922,1,,,2.94
U_972,C_696700,1,,,3.0
U_972,C_677049,1,,,2.97
U_972,C_697684,1,,,2.94
U_974,C_629559,1,,,3.0
U_974,C_854866,1,,,2.97
U_974,C_735031,1,,,2.94
U_974,C_674938,1,,,2.91
U_974,C_697069,1,,,2.88
U_974,C_697068,1,,,2.85
U_974,C_696673,1,,,2.82
U_974,C_677218,1,,,2.79
U_974,C_682308,1,,,2.76
U_974,C_680814,1,,,2.73
U_974,C_1214863,1,,,2.7
U_974,C_1718815,1,,,2.67
U_974,C_676676,1,,,2.64
U_976,C_694136,1,,,3.0
U_976,C_734011,1,,,2.97
U_977,C_676932,1,,,3.0
U_977,C_948421,1,,,2.97
U_981,C_696994,1,,,3.0
U_981,C_735210,1,,,2.97
U_981,C_707096,1,,,2.94
U_981,C_629559,1,,,2.91
U_981,C_696968,1,,,2.88
U_981,C_770784,1,,,2.85
U_981,C_817691,1,,,2.82
U_981,C_1756056,1,,,2.79
U_981,C_1756062,1,,,2.76
U_981,C_1756063,1,,,2.73
U_981,C_1778561,1,,,2.7
U_981,C_1771160,1,,,2.67
U_1052,C_808526,1,,,3.0
U_1052,C_674953,1,,,2.97
U_1052,C_697188,1,,,2.94
U_1052,C_681448,1,,,2.91
U_1052,C_756646,1,,,2.88
U_1052,C_682451,1,,,2.85
U_1052,C_939360,1,,,2.82
U_1052,C_696606,1,,,2.79
U_1052,C_681655,1,,,2.76
U_1052,C_681503,1,,,2.73
U_1052,C_680979,1,,,2.7
U_1052,C_682239,1,,,2.67
U_1052,C_948244,1,,,2.64
U_1052,C_1683594,1,,,2.61
U_1052,C_1683791,1,,,2.58
U_1052,C_680779,1,,,2.55
U_1052,C_1686971,1,,,2.52
U_1052,C_1686679,1,,,2.49
U_1052,C_1691453,1,,,2.46
U_1052,C_1691144,1,,,2.43
U_1052,C_854832,1,,,2.4
U_1052,C_948423,1,,,2.37
U_1052,C_934526,1,,,2.34
U_1052,C_788575,1,,,2.31
U_1052,C_1692685,1,,,2.28
U_1052,C_1720764,1,,,2.25
U_1052,C_1718815,1,,,2.22
U_1052,C_696789,1,,,2.19
U_1052,C_1836502,1,,,2.16
U_1052,C_697162,1,,,2.13
U_1052,C_1017355,1,,,2.1
U_1052,C_1776312,1,,,2.07
U_1052,C_680765,1,,,2.04
U_1052,C_685689,1,,,2.01
U_1052,C_1886689,1,,,1.98
U_1052,C_1755924,1,,,1.95
U_1052,C_1755929,1,,,1.92
U_1052,C_1811839,1,,,1.89
U_1052,C_1784729,1,,,1.86
U_1052,C_1907838,1,,,1.83
U_1052,C_680999,1,,,1.8
U_1052,C_1891038,1,,,1.77
U_1052,C_1828106,1,,,1.74
U_1052,C_1828104,1,,,1.71
U_1052,C_680732,1,,,1.68
U_1052,C_936997,1,,,1.65
U_1052,C_1789687,1,,,1.62
U_1052,C_697284,1,,,1.59
U_1052,C_747033,1,,,1.56
U_1052,C_756654,1,,,1.53
U_1052,C_1811867,1,,,1.5
U_1052,C_697415,1,,,1.47
U_1052,C_681066,1,,,1.44
U_1052,C_1824376,1,,,1.41
U_1052,C_1814260,1,,,1.38
U_1052,C_1781812,1,,,1.35
U_1052,C_682168,1,,,1.32
U_1052,C_890220,1,,,1.29
U_1052,C_1771155,1,,,1.26
U_1052,C_1811835,1,,,1.23
U_1052,C_682629,1,,,1.2
U_1052,C_696988,1,,,1.17
U_1052,C_697135,1,,,1.14
U_1052,C_1776761,1,,,1.11
U_1052,C_1891042,1,,,1.08
U_1052,C_1766169,1,,,1.05
U_1052,C_1891044,1,,,1.02
U_1052,C_1891049,1,,,1.0
U_1052,C_1918355,1,,,1.0
U_1052,C_2095352,1,,,1.0
U_1052,C_1778564,1,,,1.0
U_1052,C_2059321,1,,,1.0
U_1052,C_1784703,1,,,1.0
U_1052,C_1925910,1,,,1.0
U_1052,C_1925908,1,,,1.0
U_1052,C_1771160,1,,,1.0
U_1052,C_1789682,1,,,1.0
U_1052,C_1765592,1,,,1.0
U_1052,C_2059314,1,,,1.0
U_1052,C_1789680,1,,,1.0
U_1052,C_1774981,1,,,1.0
U_1052,C_756642,1,,,1.0
U_1052,C_2033947,1,,,1.0
U_1052,C_2113371,1,,,1.0
U_1052,C_760442,1,,,1.0
U_1052,C_862969,1,,,1.0
U_1052,C_2310930,1,,,1.0
U_1052,C_697051,1,,,1.0
U_1052,C_680717,1,,,1.0
U_1061,C_1748240,1,,,3.0
U_1061,C_1794464,1,,,2.97
U_1064,C_680732,1,,,3.0
U_1064,C_676695,1,,,2.97
U_1064,C_680733,1,,,2.94
U_1064,C_680897,1,,,2.91
U_1064,C_749769,1,,,2.88
U_1064,C_676995,1,,,2.85
U_1064,C_685689,1,,,2.82
U_1064,C_1755846,1,,,2.79
U_1064,C_1794464,1,,,2.76
U_1064,C_682553,1,,,2.73
U_1064,C_2189666,1,,,2.7
U_1064,C_1912378,1,,,2.67
U_1070,C_746997,1,,,3.0
U_1070,C_682588,1,,,2.97
U_1070,C_782555,1,,,2.94
U_1070,C_682228,1,,,2.91
U_1070,C_1829950,1,,,2.88
U_1070,C_682298,1,,,2.85
U_1070,C_682721,1,,,2.82
U_1070,C_696679,1,,,2.79
U_1071,C_911173,1,,,3.0
U_1071,C_694156,1,,,2.97
U_1071,C_697112,1,,,2.94
U_1071,C_948435,1,,,2.91
U_1071,C_697791,1,,,2.88
U_1071,C_681453,1,,,2.85
U_1071,C_948468,1,,,2.82
U_1071,C_936987,1,,,2.79
U_1071,C_676937,1,,,2.76
U_1071,C_707081,1,,,2.73
U_1073,C_697018,1,,,3.0
U_1073,C_746997,1,,,2.97
U_1073,C_854843,1,,,2.94
U_1073,C_922850,1,,,2.91
U_1147,C_1410156,1,,,3.0
U_1147,C_697821,1,,,2.97
U_1158,C_676649,1,,,3.0
U_1158,C_948419,1,,,2.97
U_1163,C_685689,1,,,3.0
U_1163,C_756654,1,,,2.97
U_1165,C_682138,1,,,3.0
U_1165,C_682439,1,,,2.97
U_1165,C_682308,1,,,2.94
U_1165,C_681581,1,,,2.91
U_1165,C_696554,1,,,2.88
U_1165,C_680968,1,,,2.85
U_1165,C_676953,1,,,2.82
U_1165,C_909099,1,,,2.79
U_1165,C_781494,1,,,2.76
U_1165,C_696740,1,,,2.73
U_1165,C_696899,1,,,2.7
U_1165,C_680762,1,,,2.67
U_1165,C_680745,1,,,2.64
U_1165,C_697063,1,,,2.61
U_1165,C_677157,1,,,2.58
U_1165,C_682379,1,,,2.55
U_1165,C_735120,1,,,2.52
U_1165,C_681592,1,,,2.49
U_1165,C_681587,1,,,2.46
U_1165,C_680764,1,,,2.43
U_1165,C_674923,1,,,2.4
U_1165,C_677146,1,,,2.37
U_1165,C_854832,1,,,2.34
U_1165,C_707031,1,,,2.31
U_1165,C_677038,1,,,2.28
U_1165,C_677045,1,,,2.25
U_1165,C_707096,1,,,2.22
U_1165,C_932176,1,,,2.19
U_1165,C_681357,1,,,2.16
U_1165,C_682381,1,,,2.13
U_1165,C_697828,1,,,2.1
U_1165,C_1691403,1,,,2.07
U_1165,C_1691412,1,,,2.04
U_1165,C_1691410,1,,,2.01
U_1165,C_1214863,1,,,1.98
U_1165,C_1691397,1,,,1.95
U_1184,C_697821,1,,,3.0
U_1184,C_681754,1,,,2.97
U_1184,C_1410156,1,,,2.94
U_1192,C_696994,1,,,3.0
U_1192,C_851362,1,,,2.97
U_1193,C_697117,1,,,3.0
U_1193,C_676934,1,,,2.97
U_1193,C_1527465,1,,,2.94
U_1193,C_707031,1,,,2.91
U_1193,C_676902,1,,,2.88
U_1193,C_682709,1,,,2.85
U_1193,C_676932,1,,,2.82
U_1193,C_677136,1,,,2.79
U_1193,C_676820,1,,,2.76
U_1193,C_682324,1,,,2.73
U_1195,C_780629,1,,,3.0
U_1195,C_697068,1,,,2.97
U_1195,C_823326,1,,,2.94
U_1195,C_697797,1,,,2.91
U_1195,C_887103,1,,,2.88
U_1195,C_879054,1,,,2.85
